Series Name,Country Name,Country Code,Year,Value
"Literacy rate, youth female (% of females ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2011,99.4006881713867
"Literacy rate, youth female (% of females ages 15-24)",Fragile and conflict affected situations,FCS,2011,65.2838668823242
"Literacy rate, youth female (% of females ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2011,63.4950485229492
"Literacy rate, youth female (% of females ages 15-24)",IBRD only,IBD,2011,92.6981582641602
"Literacy rate, youth female (% of females ages 15-24)",IDA & IBRD total,IBT,2011,86.2217178344727
"Literacy rate, youth female (% of females ages 15-24)",IDA blend,IDB,2011,68.7734375
"Literacy rate, youth female (% of females ages 15-24)",IDA only,IDX,2011,68.7891998291016
"Literacy rate, youth female (% of females ages 15-24)",IDA total,IDA,2011,68.7839431762695
"Literacy rate, youth female (% of females ages 15-24)",Late-demographic dividend,LTE,2011,98.8434295654297
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean,LCN,2011,98.0262603759766
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2011,97.9662399291992
"Literacy rate, youth female (% of females ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2011,97.9950485229492
"Literacy rate, youth female (% of females ages 15-24)",Least developed countries: UN classification,LDC,2011,66.7028579711914
"Literacy rate, youth female (% of females ages 15-24)",Low & middle income,LMY,2011,86.0838775634766
"Literacy rate, youth female (% of females ages 15-24)",Low income,LIC,2011,62.5033111572266
"Literacy rate, youth female (% of females ages 15-24)",Lower middle income,LMC,2011,80.659538269043
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa,MEA,2011,85.7798004150391
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa (excluding high income),MNA,2011,84.1410827636719
"Literacy rate, youth female (% of females ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2011,83.9436569213867
"Literacy rate, youth female (% of females ages 15-24)",Middle income,MIC,2011,88.666877746582
"Literacy rate, youth female (% of females ages 15-24)",Other small states,OSS,2011,87.2368011474609
"Literacy rate, youth female (% of females ages 15-24)",Pre-demographic dividend,PRE,2011,61.5766181945801
"Literacy rate, youth female (% of females ages 15-24)",Small states,SST,2011,89.692268371582
"Literacy rate, youth female (% of females ages 15-24)",South Asia,SAS,2011,78.5049209594727
"Literacy rate, youth female (% of females ages 15-24)",South Asia (IDA & IBRD),TSA,2011,78.5049209594727
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa,SSF,2011,66.9474487304688
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2011,66.9447937011719
"Literacy rate, youth female (% of females ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,66.9474487304688
"Literacy rate, youth female (% of females ages 15-24)",Upper middle income,UMC,2011,98.3403091430664
"Literacy rate, youth female (% of females ages 15-24)",World,WLD,2011,87.6865310668945
"Literacy rate, youth total (% of people ages 15-24)",Africa Eastern and Southern,AFE,2011,77.0632095336914
"Literacy rate, youth total (% of people ages 15-24)",Africa Western and Central,AFW,2011,63.4931106567383
"Literacy rate, youth total (% of people ages 15-24)",Arab World,ARB,2011,83.6139984130859
"Literacy rate, youth total (% of people ages 15-24)",Early-demographic dividend,EAR,2011,87.631477355957
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific,EAS,2011,98.221809387207
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific (excluding high income),EAP,2011,98.4028778076172
"Literacy rate, youth total (% of people ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2011,98.3838424682617
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia,ECS,2011,99.5143585205078
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia (excluding high income),ECA,2011,99.5258331298828
"Literacy rate, youth total (% of people ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2011,99.5336227416992
"Literacy rate, youth total (% of people ages 15-24)",Fragile and conflict affected situations,FCS,2011,71.046012878418
"Literacy rate, youth total (% of people ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2011,68.5051193237305
"Literacy rate, youth total (% of people ages 15-24)",IBRD only,IBD,2011,94.1765899658203
"Literacy rate, youth total (% of people ages 15-24)",IDA & IBRD total,IBT,2011,88.6331634521484
"Literacy rate, youth total (% of people ages 15-24)",IDA blend,IDB,2011,74.6451568603516
"Literacy rate, youth total (% of people ages 15-24)",IDA only,IDX,2011,72.5980987548828
"Literacy rate, youth total (% of people ages 15-24)",IDA total,IDA,2011,73.2895126342773
"Literacy rate, youth total (% of people ages 15-24)",Late-demographic dividend,LTE,2011,98.9529113769531
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean,LCN,2011,97.7443771362305
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2011,97.6969909667969
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2011,97.7068176269531
"Literacy rate, youth total (% of people ages 15-24)",Least developed countries: UN classification,LDC,2011,70.8701324462891
"Literacy rate, youth total (% of people ages 15-24)",Low & middle income,LMY,2011,88.5271835327148
"Literacy rate, youth total (% of people ages 15-24)",Low income,LIC,2011,68.5025329589844
"Literacy rate, youth total (% of people ages 15-24)",Lower middle income,LMC,2011,84.2129287719727
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa,MEA,2011,89.0639419555664
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa (excluding high income),MNA,2011,87.64111328125
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2011,87.4919967651367
"Literacy rate, youth total (% of people ages 15-24)",Middle income,MIC,2011,90.6734771728516
"Literacy rate, youth total (% of people ages 15-24)",Other small states,OSS,2011,87.9668884277344
"Literacy rate, youth total (% of people ages 15-24)",Pre-demographic dividend,PRE,2011,67.5586090087891
"Literacy rate, youth total (% of people ages 15-24)",Small states,SST,2011,89.8574829101562
"Literacy rate, youth total (% of people ages 15-24)",South Asia,SAS,2011,82.8521881103516
"Literacy rate, youth total (% of people ages 15-24)",South Asia (IDA & IBRD),TSA,2011,82.8521881103516
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa,SSF,2011,71.7273101806641
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2011,71.7248992919922
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,71.7273101806641
"Literacy rate, youth total (% of people ages 15-24)",Upper middle income,UMC,2011,98.4094085693359
"Literacy rate, youth total (% of people ages 15-24)",World,WLD,2011,89.8292617797852
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Africa Eastern and Southern,AFE,2011,0.920080006122589
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Africa Western and Central,AFW,2011,0.791459977626801
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Arab World,ARB,2011,0.907419979572296
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Early-demographic dividend,EAR,2011,0.942309975624084
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific,EAS,2011,0.998669981956482
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific (excluding high income),EAP,2011,0.998860001564026
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific (IDA & IBRD),TEA,2011,0.998839974403381
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia,ECS,2011,0.998579978942871
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia (excluding high income),ECA,2011,0.99702000617981
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia (IDA & IBRD),TEC,2011,0.997420012950897
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Fragile and conflict affected situations,FCS,2011,0.850520014762878
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Heavily indebted poor countries (HIPC),HPC,2011,0.862519979476929
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IBRD only,IBD,2011,0.970200002193451
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA & IBRD total,IBT,2011,0.94827002286911
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA blend,IDB,2011,0.855740010738373
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA only,IDX,2011,0.899630010128021
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA total,IDA,2011,0.88415002822876
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Late-demographic dividend,LTE,2011,0.997889995574951
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean,LCN,2011,1.00573003292084
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (excluding high income),LAC,2011,1.00547003746033
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (IDA & IBRD),TLA,2011,1.00585997104645
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Least developed countries: UN classification,LDC,2011,0.888100028038025
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low & middle income,LMY,2011,0.947539985179901
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low income,LIC,2011,0.838769972324371
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Lower middle income,LMC,2011,0.920899987220764
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa,MEA,2011,0.931020021438599
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (excluding high income),MNA,2011,0.924449980258942
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (IDA & IBRD),TMN,2011,0.923340022563934
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle income,MIC,2011,0.957899987697601
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Other small states,OSS,2011,0.984189987182617
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Pre-demographic dividend,PRE,2011,0.836359977722168
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Small states,SST,2011,0.9964200258255
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia,SAS,2011,0.903469979763031
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia (IDA & IBRD),TSA,2011,0.903469979763031
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa,SSF,2011,0.874499976634979
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (excluding high income),SSA,2011,0.874490022659302
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,0.874499976634979
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Upper middle income,UMC,2011,0.99864000082016
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",World,WLD,2011,0.954530000686646
"Literacy rate, youth male (% of males ages 15-24)",Africa Eastern and Southern,AFE,2011,80.288818359375
"Literacy rate, youth male (% of males ages 15-24)",Africa Western and Central,AFW,2011,70.8795471191406
"Literacy rate, youth male (% of males ages 15-24)",Arab World,ARB,2011,87.5235290527344
"Literacy rate, youth male (% of males ages 15-24)",Early-demographic dividend,EAR,2011,90.1565017700195
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific,EAS,2011,98.285400390625
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (excluding high income),EAP,2011,98.4572982788086
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2011,98.439208984375
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia,ECS,2011,99.5824966430664
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (excluding high income),ECA,2011,99.6727294921875
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2011,99.6581268310547
"Literacy rate, youth male (% of males ages 15-24)",Fragile and conflict affected situations,FCS,2011,76.7574462890625
"Literacy rate, youth male (% of males ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2011,73.6155624389648
"Literacy rate, youth male (% of males ages 15-24)",IBRD only,IBD,2011,95.5450592041016
"Literacy rate, youth male (% of males ages 15-24)",IDA & IBRD total,IBT,2011,90.9257507324219
"Literacy rate, youth male (% of males ages 15-24)",IDA blend,IDB,2011,80.3670272827148
"Literacy rate, youth male (% of males ages 15-24)",IDA only,IDX,2011,76.4640197753906
"Literacy rate, youth male (% of males ages 15-24)",IDA total,IDA,2011,77.7964477539062
"Literacy rate, youth male (% of males ages 15-24)",Late-demographic dividend,LTE,2011,99.0527267456055
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean,LCN,2011,97.4649429321289
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2011,97.4301605224609
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2011,97.4209136962891
"Literacy rate, youth male (% of males ages 15-24)",Least developed countries: UN classification,LDC,2011,75.1070022583008
"Literacy rate, youth male (% of males ages 15-24)",Low & middle income,LMY,2011,90.849967956543
"Literacy rate, youth male (% of males ages 15-24)",Low income,LIC,2011,74.5180587768555
"Literacy rate, youth male (% of males ages 15-24)",Lower middle income,LMC,2011,87.5874404907227
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa,MEA,2011,92.1351776123047
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (excluding high income),MNA,2011,91.0169906616211
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2011,90.9131774902344
"Literacy rate, youth male (% of males ages 15-24)",Middle income,MIC,2011,92.5641632080078
"Literacy rate, youth male (% of males ages 15-24)",Other small states,OSS,2011,88.6383819580078
"Literacy rate, youth male (% of males ages 15-24)",Pre-demographic dividend,PRE,2011,73.624153137207
"Literacy rate, youth male (% of males ages 15-24)",Small states,SST,2011,90.0147094726562
"Literacy rate, youth male (% of males ages 15-24)",South Asia,SAS,2011,86.8925628662109
"Literacy rate, youth male (% of males ages 15-24)",South Asia (IDA & IBRD),TSA,2011,86.8925628662109
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa,SSF,2011,76.5549926757812
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2011,76.5528869628906
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,76.5549926757812
"Literacy rate, youth male (% of males ages 15-24)",Upper middle income,UMC,2011,98.473762512207
"Literacy rate, youth male (% of males ages 15-24)",World,WLD,2011,91.8639221191406
"Youth illiterate population, 15-24 years, female (number)",Arab World,ARB,2011,7509272.0
"Youth illiterate population, 15-24 years, female (number)",Caribbean small states,CSS,2011,15753.0
"Youth illiterate population, 15-24 years, female (number)",Central Europe and the Baltics,CEB,2011,38785.0
"Youth illiterate population, 15-24 years, female (number)",Early-demographic dividend,EAR,2011,40778151.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific,EAS,2011,3173020.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (excluding high income),EAP,2011,2661868.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (IDA & IBRD),TEA,2011,2661922.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia,ECS,2011,332696.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (excluding high income),ECA,2011,185367.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (IDA & IBRD),TEC,2011,203683.0
"Youth illiterate population, 15-24 years, female (number)",Fragile and conflict affected situations,FCS,2011,22038380.0
"Youth illiterate population, 15-24 years, female (number)",Heavily indebted poor countries (HIPC),HPC,2011,23719820.0
"Youth illiterate population, 15-24 years, female (number)",IBRD only,IBD,2011,27352516.0
"Youth illiterate population, 15-24 years, female (number)",IDA & IBRD total,IBT,2011,71474928.0
"Youth illiterate population, 15-24 years, female (number)",IDA blend,IDB,2011,14337901.0
"Youth illiterate population, 15-24 years, female (number)",IDA only,IDX,2011,29784511.0
"Youth illiterate population, 15-24 years, female (number)",IDA total,IDA,2011,44128251.0
"Youth illiterate population, 15-24 years, female (number)",Late-demographic dividend,LTE,2011,1998944.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean,LCN,2011,1037339.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean (excluding high income),LAC,2011,1015887.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean (IDA & IBRD),TLA,2011,1031682.0
"Youth illiterate population, 15-24 years, female (number)",Least developed countries: UN classification,LDC,2011,28724097.0
"Youth illiterate population, 15-24 years, female (number)",Low & middle income,LMY,2011,71442118.0
"Youth illiterate population, 15-24 years, female (number)",Low income,LIC,2011,20500822.0
"Youth illiterate population, 15-24 years, female (number)",Lower middle income,LMC,2011,47330122.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa,MEA,2011,5302615.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa (excluding high income),MNA,2011,5248267.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa (IDA & IBRD),TMN,2011,5245459.0
"Youth illiterate population, 15-24 years, female (number)",Middle income,MIC,2011,50941296.0
"Youth illiterate population, 15-24 years, female (number)",Other small states,OSS,2011,321850.0
"Youth illiterate population, 15-24 years, female (number)",Pre-demographic dividend,PRE,2011,28748229.0
"Youth illiterate population, 15-24 years, female (number)",Small states,SST,2011,343223.0
"Youth illiterate population, 15-24 years, female (number)",South Asia,SAS,2011,32581784.0
"Youth illiterate population, 15-24 years, female (number)",South Asia (IDA & IBRD),TSA,2011,32581784.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa,SSF,2011,29750399.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa (excluding high income),SSA,2011,29748946.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,29750399.0
"Youth illiterate population, 15-24 years, female (number)",Upper middle income,UMC,2011,3611174.0
"Youth illiterate population, 15-24 years, female (number)",World,WLD,2011,72319051.0
"Youth illiterate population, 15-24 years, male (number)",Arab World,ARB,2011,5224864.0
"Youth illiterate population, 15-24 years, male (number)",Caribbean small states,CSS,2011,33824.0
"Youth illiterate population, 15-24 years, male (number)",Central Europe and the Baltics,CEB,2011,41591.0
"Youth illiterate population, 15-24 years, male (number)",Early-demographic dividend,EAR,2011,28462709.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific,EAS,2011,3136404.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific (excluding high income),EAP,2011,2628896.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific (IDA & IBRD),TEA,2011,2628959.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia,ECS,2011,270773.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia (excluding high income),ECA,2011,101760.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia (IDA & IBRD),TEC,2011,121740.0
"Youth illiterate population, 15-24 years, male (number)",Fragile and conflict affected situations,FCS,2011,15076198.0
"Youth illiterate population, 15-24 years, male (number)",Heavily indebted poor countries (HIPC),HPC,2011,17484882.0
"Youth illiterate population, 15-24 years, male (number)",IBRD only,IBD,2011,18183909.0
"Youth illiterate population, 15-24 years, male (number)",IDA & IBRD total,IBT,2011,50363118.0
"Youth illiterate population, 15-24 years, male (number)",IDA blend,IDB,2011,9315132.0
"Youth illiterate population, 15-24 years, male (number)",IDA only,IDX,2011,22864078.0
"Youth illiterate population, 15-24 years, male (number)",IDA total,IDA,2011,32188373.0
"Youth illiterate population, 15-24 years, male (number)",Late-demographic dividend,LTE,2011,1777477.0
"Youth illiterate population, 15-24 years, male (number)",Latin America & Caribbean,LCN,2011,1352392.0
"Youth illiterate population, 15-24 years, male (number)",Latin America & Caribbean (excluding high income),LAC,2011,1324837.0
"Youth illiterate population, 15-24 years, male (number)",Latin America & Caribbean (IDA & IBRD),TLA,2011,1346273.0
"Youth illiterate population, 15-24 years, male (number)",Least developed countries: UN classification,LDC,2011,21855541.0
"Youth illiterate population, 15-24 years, male (number)",Low & middle income,LMY,2011,50322604.0
"Youth illiterate population, 15-24 years, male (number)",Low income,LIC,2011,14613025.0
"Youth illiterate population, 15-24 years, male (number)",Lower middle income,LMC,2011,32149600.0
"Youth illiterate population, 15-24 years, male (number)",Middle East & North Africa,MEA,2011,3183087.0
"Youth illiterate population, 15-24 years, male (number)",Middle East & North Africa (excluding high income),MNA,2011,3121009.0
"Youth illiterate population, 15-24 years, male (number)",Middle East & North Africa (IDA & IBRD),TMN,2011,3117598.0
"Youth illiterate population, 15-24 years, male (number)",Middle income,MIC,2011,35709580.0
"Youth illiterate population, 15-24 years, male (number)",Other small states,OSS,2011,314212.0
"Youth illiterate population, 15-24 years, male (number)",Pre-demographic dividend,PRE,2011,20183752.0
"Youth illiterate population, 15-24 years, male (number)",Small states,SST,2011,355064.0
"Youth illiterate population, 15-24 years, male (number)",South Asia,SAS,2011,21697722.0
"Youth illiterate population, 15-24 years, male (number)",South Asia (IDA & IBRD),TSA,2011,21697722.0
"Youth illiterate population, 15-24 years, male (number)",Sub-Saharan Africa,SSF,2011,21450828.0
"Youth illiterate population, 15-24 years, male (number)",Sub-Saharan Africa (excluding high income),SSA,2011,21448380.0
"Youth illiterate population, 15-24 years, male (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,21450828.0
"Youth illiterate population, 15-24 years, male (number)",Upper middle income,UMC,2011,3559980.0
"Youth illiterate population, 15-24 years, male (number)",World,WLD,2011,51251401.0
"Youth illiterate population, 15-24 years, both sexes (number)",Arab World,ARB,2011,12734136.0
"Youth illiterate population, 15-24 years, both sexes (number)",Caribbean small states,CSS,2011,49577.0
"Youth illiterate population, 15-24 years, both sexes (number)",Central Europe and the Baltics,CEB,2011,80376.0
"Youth illiterate population, 15-24 years, both sexes (number)",Early-demographic dividend,EAR,2011,69240860.0
"Youth illiterate population, 15-24 years, both sexes (number)",East Asia & Pacific,EAS,2011,6309424.0
"Youth illiterate population, 15-24 years, both sexes (number)",East Asia & Pacific (excluding high income),EAP,2011,5290764.0
"Youth illiterate population, 15-24 years, both sexes (number)",East Asia & Pacific (IDA & IBRD),TEA,2011,5290881.0
"Youth illiterate population, 15-24 years, both sexes (number)",Europe & Central Asia,ECS,2011,603470.0
"Youth illiterate population, 15-24 years, both sexes (number)",Europe & Central Asia (excluding high income),ECA,2011,287127.0
"Youth illiterate population, 15-24 years, both sexes (number)",Europe & Central Asia (IDA & IBRD),TEC,2011,325422.0
"Youth illiterate population, 15-24 years, both sexes (number)",Fragile and conflict affected situations,FCS,2011,37114578.0
"Youth illiterate population, 15-24 years, both sexes (number)",Heavily indebted poor countries (HIPC),HPC,2011,41204702.0
"Youth illiterate population, 15-24 years, both sexes (number)",IBRD only,IBD,2011,45536425.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA & IBRD total,IBT,2011,121838047.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA blend,IDB,2011,23653033.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA only,IDX,2011,52648588.0
"Youth illiterate population, 15-24 years, both sexes (number)",IDA total,IDA,2011,76316624.0
"Youth illiterate population, 15-24 years, both sexes (number)",Late-demographic dividend,LTE,2011,3776421.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean,LCN,2011,2389732.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean (excluding high income),LAC,2011,2340724.0
"Youth illiterate population, 15-24 years, both sexes (number)",Latin America & Caribbean (IDA & IBRD),TLA,2011,2377955.0
"Youth illiterate population, 15-24 years, both sexes (number)",Least developed countries: UN classification,LDC,2011,50579638.0
"Youth illiterate population, 15-24 years, both sexes (number)",Low & middle income,LMY,2011,121764723.0
"Youth illiterate population, 15-24 years, both sexes (number)",Low income,LIC,2011,35113847.0
"Youth illiterate population, 15-24 years, both sexes (number)",Lower middle income,LMC,2011,79479722.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa,MEA,2011,8485702.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa (excluding high income),MNA,2011,8369276.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa (IDA & IBRD),TMN,2011,8363056.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle income,MIC,2011,86650876.0
"Youth illiterate population, 15-24 years, both sexes (number)",Other small states,OSS,2011,636063.0
"Youth illiterate population, 15-24 years, both sexes (number)",Pre-demographic dividend,PRE,2011,48931980.0
"Youth illiterate population, 15-24 years, both sexes (number)",Small states,SST,2011,698287.0
"Youth illiterate population, 15-24 years, both sexes (number)",South Asia,SAS,2011,54279506.0
"Youth illiterate population, 15-24 years, both sexes (number)",South Asia (IDA & IBRD),TSA,2011,54279506.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa,SSF,2011,51201227.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa (excluding high income),SSA,2011,51197326.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2011,51201227.0
"Youth illiterate population, 15-24 years, both sexes (number)",Upper middle income,UMC,2011,7171154.0
"Youth illiterate population, 15-24 years, both sexes (number)",World,WLD,2011,123570451.0
GDP per capita (constant 2010 US$),Africa Eastern and Southern,AFE,2011,1540.05393457295
GDP per capita (constant 2010 US$),Africa Western and Central,AFW,2011,1727.67602511378
GDP per capita (constant 2010 US$),Arab World,ARB,2011,6027.42760088405
GDP per capita (constant 2010 US$),Caribbean small states,CSS,2011,10003.0786374523
GDP per capita (constant 2010 US$),Central Europe and the Baltics,CEB,2011,11394.266802785
GDP per capita (constant 2010 US$),Early-demographic dividend,EAR,2011,2896.35599870561
GDP per capita (constant 2010 US$),East Asia & Pacific,EAS,2011,8135.87331215148
GDP per capita (constant 2010 US$),East Asia & Pacific (excluding high income),EAP,2011,5095.47328919768
GDP per capita (constant 2010 US$),East Asia & Pacific (IDA & IBRD),TEA,2011,5153.44782352974
GDP per capita (constant 2010 US$),Euro area,EMU,2011,33995.7077884696
GDP per capita (constant 2010 US$),Europe & Central Asia,ECS,2011,21825.1747341383
GDP per capita (constant 2010 US$),Europe & Central Asia (excluding high income),ECA,2011,6877.33214147388
GDP per capita (constant 2010 US$),Europe & Central Asia (IDA & IBRD),TEC,2011,7357.91421394551
GDP per capita (constant 2010 US$),European Union,EUU,2011,29816.4182557015
GDP per capita (constant 2010 US$),Fragile and conflict affected situations,FCS,2011,1853.00571175532
GDP per capita (constant 2010 US$),Heavily indebted poor countries (HIPC),HPC,2011,900.105439584626
GDP per capita (constant 2010 US$),High income,HIC,2011,37856.1631442843
GDP per capita (constant 2010 US$),IBRD only,IBD,2011,4756.83798935287
GDP per capita (constant 2010 US$),IDA & IBRD total,IBT,2011,3905.34380715023
GDP per capita (constant 2010 US$),IDA blend,IDB,2011,1790.09876979587
GDP per capita (constant 2010 US$),IDA only,IDX,2011,1011.30448234974
GDP per capita (constant 2010 US$),IDA total,IDA,2011,1272.30148117146
GDP per capita (constant 2010 US$),Late-demographic dividend,LTE,2011,6859.62629335165
GDP per capita (constant 2010 US$),Latin America & Caribbean,LCN,2011,8491.30783671704
GDP per capita (constant 2010 US$),Latin America & Caribbean (excluding high income),LAC,2011,8112.69354278941
GDP per capita (constant 2010 US$),Latin America & Caribbean (IDA & IBRD),TLA,2011,8345.38536114299
GDP per capita (constant 2010 US$),Least developed countries: UN classification,LDC,2011,945.556665719353
