Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Pre-demographic dividend,PRE,61.3805999755859,60.8526916503906,61.8683280944824,58.3707618713379,58.7260894775391,57.5475196838379,58.8402214050293,61.5766181945801,64.7367401123047,64.445930480957,67.1871871948242,66.5558319091797,69.2485809326172,70.5693817138672,69.7459564208984,70.14404296875,70.5651321411133,71.2150115966797,71.818489074707,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Small states,SST,90.1866302490234,90.4292831420898,90.2635269165039,90.1459274291992,90.5149307250977,89.7691192626953,89.3225479125977,89.692268371582,90.0395584106445,90.4559020996094,90.7608108520508,91.2228393554688,91.5022430419922,91.7545623779297,91.9280090332031,92.1935119628906,92.4733810424805,92.6806335449219,92.9424133300781,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,South Asia,SAS,69.1901397705078,69.3912200927734,70.9132385253906,72.2748565673828,74.27001953125,75.6808395385742,77.2160797119141,78.5049209594727,79.7449722290039,81.3965225219727,82.6639862060547,84.1318283081055,85.6334686279297,86.2963180541992,86.0861511230469,88.6320724487305,89.3633193969727,90.1155395507812,90.8772506713867,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,South Asia (IDA & IBRD),TSA,69.1901397705078,69.3912200927734,70.9132385253906,72.2748565673828,74.27001953125,75.6808395385742,77.2160797119141,78.5049209594727,79.7449722290039,81.3965225219727,82.6639862060547,84.1318283081055,85.6334686279297,86.2963180541992,86.0861511230469,88.6320724487305,89.3633193969727,90.1155395507812,90.8772506713867,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Sub-Saharan Africa,SSF,64.2113571166992,63.2721710205078,64.2120208740234,62.3936195373535,62.8053894042969,63.2550201416016,64.506706237793,66.9474487304688,68.5830764770508,69.5852813720703,70.5661773681641,71.4328994750977,72.3356323242188,73.23828125,74.5775833129883,74.8954467773438,75.0911331176758,75.4403991699219,75.8117523193359,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,64.2079696655273,63.2688102722168,64.2088928222656,62.3904190063477,62.8022804260254,63.2519798278809,64.5038070678711,66.9447937011719,68.5805816650391,69.5829315185547,70.5639877319336,71.4308395385742,72.3336868286133,73.2364730834961,74.5759201049805,74.8938827514648,75.0896530151367,75.4389877319336,75.8104095458984,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,64.2113571166992,63.2721710205078,64.2120208740234,62.3936195373535,62.8053894042969,63.2550201416016,64.506706237793,66.9474487304688,68.5830764770508,69.5852813720703,70.5661773681641,71.4328994750977,72.3356323242188,73.23828125,74.5775833129883,74.8954467773438,75.0911331176758,75.4403991699219,75.8117523193359,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Upper middle income,UMC,98.1384124755859,98.2512435913086,98.0934371948242,98.3719787597656,98.6944732666016,98.2990188598633,98.307258605957,98.3403091430664,98.8877716064453,98.3816833496094,99.1339492797852,98.4496078491211,99.2216796875,99.245849609375,98.3801193237305,98.4922180175781,98.4998092651367,98.481330871582,98.4839782714844,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,World,WLD,85.4668502807617,85.4129104614258,85.8462905883789,86.0252380371094,86.6325378417969,86.790397644043,87.2317810058594,87.6865310668945,88.3716201782227,88.6903228759766,89.3556137084961,89.5312118530273,90.0918807983398,90.348388671875,90.1509780883789,90.9325637817383,91.0905227661133,91.2888412475586,91.5080184936523,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Africa Eastern and Southern,AFE,74.7098999023438,72.9349899291992,71.0184936523438,72.0632781982422,72.5775527954102,73.1475524902344,74.4617919921875,77.0632095336914,78.8458404541016,79.8282623291016,80.2557220458984,80.6486511230469,81.2534332275391,81.6320190429688,81.9253768920898,82.4619979858398,82.5907211303711,82.7390670776367,82.9689407348633,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Africa Western and Central,AFW,63.105598449707,63.1067314147949,67.4128112792969,62.4050407409668,62.2890281677246,62.5644798278809,62.9203300476074,63.4931106567383,64.3769836425781,65.0385665893555,66.1514205932617,67.1691207885742,67.6226577758789,68.7200164794922,70.955078125,70.7046737670898,70.8871078491211,71.2618789672852,71.5998077392578,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Arab World,ARB,84.4855804443359,84.9402770996094,83.4672622680664,84.3970565795898,85.2234191894531,82.7119903564453,83.2021179199219,83.6139984130859,87.6912078857422,85.561637878418,89.2875900268555,85.9741592407227,88.3239212036133,88.9475708007812,85.3237380981445,85.6627502441406,85.9733200073242,86.1630325317383,86.3546524047852,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Caribbean small states,CSS,95.0213775634766,95.2046966552734,95.2727279663086,95.7345428466797,95.8522567749023,95.9573974609375,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,99.4909286499023,99.5088119506836,99.5282516479492,99.538818359375,99.5467300415039,99.5523910522461,99.5586395263672,99.5630416870117,99.5637817382812,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Early-demographic dividend,EAR,83.431022644043,83.8782501220703,83.677001953125,84.7325592041016,85.8783721923828,86.466438293457,87.4054870605469,87.631477355957,88.2622680664062,89.0962219238281,89.7693481445312,90.427360534668,90.936149597168,91.2517929077148,91.3099670410156,93.1218185424805,93.3845901489258,93.6590118408203,93.9598693847656,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,East Asia & Pacific,EAS,98.0872268676758,98.176399230957,98.0028533935547,98.3615798950195,98.7162322998047,98.6776580810547,98.6310577392578,98.221809387207,98.2683181762695,98.3085021972656,98.5419311523438,98.6048889160156,98.6269683837891,98.6554489135742,98.6036529541016,98.9572677612305,98.9938583374023,99.0233383178711,99.0475921630859,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,East Asia & Pacific (excluding high income),EAP,98.2522888183594,98.3347625732422,98.1393585205078,98.5062713623047,98.8717575073242,98.8310623168945,98.8150024414062,98.4028778076172,98.4452285766602,98.4822769165039,98.679443359375,98.7410888671875,98.7616729736328,98.7886810302734,98.7315292358398,99.0828323364258,99.1175231933594,99.1448364257812,99.166633605957,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,East Asia & Pacific (IDA & IBRD),TEA,98.23291015625,98.3164520263672,98.1190567016602,98.4897766113281,98.8590316772461,98.8176574707031,98.8011474609375,98.3838424682617,98.4262313842773,98.4631729125977,98.6623611450195,98.7243118286133,98.7447509765625,98.7719802856445,98.7140274047852,99.0702209472656,99.1054763793945,99.1333084106445,99.1555786132812,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Europe & Central Asia,ECS,99.1044006347656,99.1595306396484,99.1722869873047,99.1942367553711,99.2230529785156,99.4021301269531,99.4503784179688,99.5143585205078,99.5483474731445,99.5771484375,99.6023712158203,99.6164093017578,99.6436614990234,99.6662979125977,99.7046813964844,99.7236022949219,99.7215118408203,99.7319793701172,99.7367706298828,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Europe & Central Asia (excluding high income),ECA,98.9100570678711,99.0065002441406,99.0083694458008,99.0412216186523,99.0958480834961,99.348518371582,99.4306488037109,99.5258331298828,99.583366394043,99.6278076171875,99.6574783325195,99.6846771240234,99.7346496582031,99.7709121704102,99.8473968505859,99.8723678588867,99.8805694580078,99.8882827758789,99.8934173583984,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Europe & Central Asia (IDA & IBRD),TEC,98.9393920898438,99.0209579467773,99.0214385986328,99.0491333007812,99.0955963134766,99.3714218139648,99.4466094970703,99.5336227416992,99.5870971679688,99.6294479370117,99.6587600708008,99.6856079101562,99.7321090698242,99.7656097412109,99.8344421386719,99.8575592041016,99.8660507202148,99.8736114501953,99.8781204223633,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Fragile and conflict affected situations,FCS,71.6313629150391,70.9855728149414,71.3845596313477,69.9058685302734,70.4690933227539,69.6682510375977,70.0205764770508,71.046012878418,72.9395217895508,72.3558578491211,74.3114929199219,73.3072891235352,75.4117584228516,76.2613296508789,74.268669128418,74.7306289672852,74.7703628540039,75.031982421875,75.3023910522461,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Heavily indebted poor countries (HIPC),HPC,64.633659362793,63.8902282714844,62.5210189819336,63.9941787719727,64.5038909912109,64.9186096191406,66.0892028808594,68.5051193237305,70.2988967895508,71.4257736206055,72.4067764282227,73.1649017333984,73.8305130004883,74.9044036865234,75.5331878662109,75.6837997436523,75.9888687133789,76.4485473632812,76.9493713378906,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,IBRD only,IBD,92.1187362670898,92.4797286987305,92.6192626953125,93.3056411743164,93.8069610595703,93.8861389160156,93.8925704956055,94.1765899658203,94.7969589233398,94.8030471801758,95.4464797973633,95.3557434082031,95.7936477661133,95.9862518310547,95.7601699829102,97.0143508911133,97.1974182128906,97.3638916015625,97.5569686889648,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,IDA & IBRD total,IBT,86.9153518676758,87.081413269043,87.0602111816406,87.2878875732422,87.8056030273438,87.8662719726562,88.3486480712891,88.6331634521484,89.2818222045898,89.5056381225586,90.0661926269531,90.1215896606445,90.5950088500977,90.8107070922852,90.5774002075195,91.5199432373047,91.6136093139648,91.7521133422852,91.9219970703125,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,IDA blend,IDB,73.1200485229492,72.5106201171875,76.8740005493164,71.6734313964844,73.8916778564453,74.1843032836914,74.5595779418945,74.6451568603516,75.8011703491211,75.6746520996094,76.413932800293,77.1797790527344,77.8643188476562,77.9584197998047,77.1898193359375,77.4880523681641,77.9542922973633,78.3988723754883,78.8351516723633,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,IDA only,IDX,69.2341003417969,69.0977478027344,66.3534088134766,67.7001495361328,68.0256881713867,68.4167022705078,71.6087112426758,72.5980987548828,73.7823333740234,75.7007675170898,76.436279296875,77.3031692504883,78.4067230224609,79.2941207885742,79.7916412353516,80.5048217773438,80.6010131835938,80.9516296386719,81.3036193847656,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,IDA total,IDA,70.5397872924805,70.2461166381836,69.8959121704102,69.0389862060547,70.0040664672852,70.3636474609375,72.605598449707,73.2895126342773,74.4630126953125,75.6919784545898,76.4287796020508,77.2618789672852,78.2258987426758,78.8510589599609,78.9306869506836,79.5088195800781,79.7287368774414,80.1107635498047,80.4902191162109,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Late-demographic dividend,LTE,98.191650390625,98.3128433227539,98.4467926025391,98.7269134521484,98.7854690551758,98.8143005371094,98.8134994506836,98.9529113769531,99.1554183959961,99.2296981811523,99.2757110595703,99.291633605957,99.3627471923828,99.4021301269531,99.4328689575195,99.4693069458008,99.5016479492188,99.5374069213867,99.5595932006836,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Latin America & Caribbean,LCN,96.4607391357422,96.6413116455078,96.7864227294922,97.0379333496094,97.1699523925781,97.4552230834961,97.3319473266602,97.7443771362305,97.9072418212891,97.8717880249023,98.2035064697266,98.2610778808594,98.3902206420898,98.3829116821289,98.4613571166992,98.5004425048828,98.493408203125,98.5445404052734,98.5978927612305,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Latin America & Caribbean (excluding high income),LAC,96.3277816772461,96.5123901367188,96.6221084594727,96.8865432739258,97.0219573974609,97.3299026489258,97.1857070922852,97.6969909667969,97.8743286132812,97.83837890625,98.1295776367188,98.2174301147461,98.3658599853516,98.3672027587891,98.4519882202148,98.4958877563477,98.4872207641602,98.5421295166016,98.5993118286133,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Latin America & Caribbean (IDA & IBRD),TLA,96.4116897583008,96.5868606567383,96.7328567504883,96.9869384765625,97.1197280883789,97.4121627807617,97.2854080200195,97.7068176269531,97.8733367919922,97.8373489379883,98.1764984130859,98.2667465209961,98.3975524902344,98.3891296386719,98.4680099487305,98.5076599121094,98.5000991821289,98.5524673461914,98.6060791015625,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Least developed countries: UN classification,LDC,67.054817199707,66.8563690185547,63.6983489990234,65.0088424682617,65.2956008911133,66.2024765014648,69.756706237793,70.8701324462891,72.2301025390625,74.3855895996094,75.1575698852539,76.1437377929688,77.3580093383789,78.3102416992188,78.1298217773438,78.9898834228516,79.0881118774414,79.5203094482422,79.9567718505859,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Low & middle income,LMY,86.7652893066406,86.9383010864258,86.9178924560547,87.1519165039062,87.6793212890625,87.7402725219727,88.231071472168,88.5271835327148,89.185188293457,89.4138488769531,89.975212097168,90.0319595336914,90.5123062133789,90.7330093383789,90.5001373291016,91.4546890258789,91.5512466430664,91.6914901733398,91.8633499145508,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Low income,LIC,63.6436386108398,62.8480987548828,61.4287490844727,62.9549407958984,64.3638763427734,65.1558609008789,65.869743347168,68.5025329589844,69.4753570556641,70.6917495727539,71.1692123413086,71.8927917480469,72.5516967773438,73.6133880615234,73.1167602539062,73.2313690185547,73.411262512207,73.9089965820312,74.4579925537109,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Lower middle income,LMC,80.2409362792969,80.7311172485352,81.1274871826172,81.3681793212891,82.219841003418,82.7553024291992,83.8865585327148,84.2129287719727,85.2128524780273,86.1327590942383,86.849609375,87.5894165039062,88.1443786621094,88.5986175537109,89.0001983642578,90.8969573974609,91.2116394042969,91.5309371948242,91.8460464477539,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Middle East & North Africa,MEA,88.9125289916992,89.3520889282227,89.4174880981445,90.1276168823242,90.9184417724609,88.7386093139648,89.0286483764648,89.0639419555664,92.5945205688477,90.4659729003906,93.8972015380859,90.7057189941406,92.9023895263672,93.4582214355469,89.8097381591797,90.0834197998047,90.3372268676758,90.5153732299805,90.6900863647461,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Middle East & North Africa (excluding high income),MNA,88.0931625366211,88.5560531616211,88.5535430908203,89.2463912963867,90.0348510742188,87.4242477416992,87.6858367919922,87.64111328125,91.6611099243164,89.2215194702148,93.1380004882812,89.5266571044922,92.0517501831055,92.6946105957031,88.5123825073242,88.8051528930664,89.0887908935547,89.3591995239258,89.5751266479492,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Middle East & North Africa (IDA & IBRD),TMN,87.9774398803711,88.4430465698242,88.436882019043,89.1349411010742,89.9282379150391,87.282096862793,87.5427398681641,87.4919967651367,91.5603790283203,89.0839920043945,93.0512084960938,89.3871307373047,91.9458618164062,92.597770690918,88.3527069091797,88.6495971679688,88.9377670288086,89.2119827270508,89.4300994873047,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Middle income,MIC,88.8480072021484,89.1415481567383,89.2904815673828,89.4646530151367,89.9715881347656,90.0226516723633,90.5569305419922,90.6734771728516,91.3707962036133,91.5573883056641,92.1908264160156,92.2389678955078,92.771240234375,92.9560165405273,92.8232421875,93.9631118774414,94.1220016479492,94.2780075073242,94.4533309936523,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,North America,NAC,99.5817794799805,99.5842971801758,99.5873794555664,99.5893096923828,99.5901870727539,..,..,..,..,..,..,..,..,99.6070404052734,99.607551574707,99.608757019043,99.6082916259766,99.609977722168,99.6103973388672,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,OECD members,OED,98.3919219970703,98.4633331298828,98.5165786743164,..,..,..,..,..,..,..,..,..,..,..,99.1877365112305,99.2540893554688,99.23779296875,99.2601928710938,99.2786026000977,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Other small states,OSS,88.808837890625,89.0118103027344,88.5946197509766,88.1059036254883,88.469352722168,87.7377319335938,87.5690765380859,87.9668884277344,88.4384918212891,88.8868713378906,89.1907501220703,89.6564178466797,89.9032287597656,90.104377746582,90.1829681396484,90.3341217041016,90.5099029541016,90.5336532592773,90.6621704101562,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Pre-demographic dividend,PRE,68.0412521362305,67.3816528320312,67.952522277832,65.316047668457,65.5483627319336,64.542350769043,65.5171585083008,67.5586090087891,70.5727615356445,70.139892578125,72.5557479858398,71.6882171630859,73.9228668212891,74.9690170288086,74.1073532104492,74.32958984375,74.6613311767578,75.1335906982422,75.615119934082,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Small states,SST,90.4285888671875,90.5995025634766,90.2840805053711,89.9889297485352,90.2539367675781,89.7099685668945,89.5627822875977,89.8574829101562,90.1874008178711,90.5811080932617,90.8024291992188,91.1313171386719,91.3117294311523,91.455451965332,91.5119934082031,91.6465225219727,91.767219543457,91.801643371582,91.8985366821289,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,South Asia,SAS,76.1294403076172,77.1115112304688,77.0620269775391,78.223258972168,79.6871032714844,80.544677734375,82.1128005981445,82.8521881103516,83.7724990844727,85.0660781860352,85.9003219604492,86.9002838134766,88.0486907958984,88.6003494262695,88.4474182128906,91.2096405029297,91.6672134399414,92.1695938110352,92.7178115844727,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,South Asia (IDA & IBRD),TSA,76.1294403076172,77.1115112304688,77.0620269775391,78.223258972168,79.6871032714844,80.544677734375,82.1128005981445,82.8521881103516,83.7724990844727,85.0660781860352,85.9003219604492,86.9002838134766,88.0486907958984,88.6003494262695,88.4474182128906,91.2096405029297,91.6672134399414,92.1695938110352,92.7178115844727,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Sub-Saharan Africa,SSF,70.0917434692383,69.0380477905273,69.5927581787109,68.2541427612305,68.52734375,68.9872131347656,69.9243011474609,71.7273101806641,73.1488800048828,73.9976577758789,74.6860504150391,75.3132476806641,75.8497924804688,76.4921875,77.5456771850586,77.7548828125,77.8956985473633,78.1214218139648,78.383186340332,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Sub-Saharan Africa (excluding high income),SSA,70.0888214111328,69.0351104736328,69.589973449707,68.2512893676758,68.5245590209961,68.9844970703125,69.9216995239258,71.7248992919922,73.1466064453125,73.9955291748047,74.6840362548828,75.3113632202148,75.8480224609375,76.4905395507812,77.5441589355469,77.7534408569336,77.8943328857422,78.1201171875,78.3819580078125,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,70.0917434692383,69.0380477905273,69.5927581787109,68.2541427612305,68.52734375,68.9872131347656,69.9243011474609,71.7273101806641,73.1488800048828,73.9976577758789,74.6860504150391,75.3132476806641,75.8497924804688,76.4921875,77.5456771850586,77.7548828125,77.8956985473633,78.1214218139648,78.383186340332,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Upper middle income,UMC,98.2936172485352,98.3838882446289,98.2584915161133,98.4772033691406,98.774772644043,98.3963623046875,98.3806304931641,98.4094085693359,98.9413375854492,98.433479309082,99.1670684814453,98.5174713134766,99.2408828735352,99.2077865600586,98.4284896850586,98.5448684692383,98.5488433837891,98.5211029052734,98.5198211669922,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,World,WLD,88.3321304321289,88.464973449707,88.4365997314453,88.6412811279297,89.1079788208008,89.1666793823242,89.5829391479492,89.8292617797852,90.4059829711914,90.6080780029297,91.1178894042969,91.1630325317383,91.5806427001953,91.7667922973633,91.5552825927734,92.3955993652344,92.4751892089844,92.5896606445312,92.7330093383789,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Africa Eastern and Southern,AFE,0.884720027446747,0.88630998134613,0.868990004062653,0.883159995079041,0.883180022239685,0.889490008354187,0.897210001945496,0.920080006122589,0.928250014781952,0.936249971389771,0.943080008029938,0.949129998683929,0.957849979400635,0.968649983406067,0.973609983921051,0.978250026702881,0.981230020523071,0.986829996109009,0.991199970245361,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Africa Western and Central,AFW,0.772560000419617,0.773919999599457,0.832780003547668,0.766969978809357,0.775929987430573,0.770359992980957,0.781949996948242,0.791459977626801,0.796490013599396,0.798269987106323,0.808040022850037,0.817539989948273,0.82779997587204,0.831740021705627,0.845189988613129,0.845480024814606,0.84536999464035,0.847039997577667,0.847959995269775,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Arab World,ARB,0.879159986972809,0.88442999124527,0.90064001083374,0.906599998474121,0.911360025405884,0.899569988250732,0.903819978237152,0.907419979572296,0.921140015125275,0.927160024642944,0.936649978160858,0.934239983558655,0.939520001411438,0.945129990577698,0.939339995384216,0.941860020160675,0.9444500207901,0.946900010108948,0.949199974536896,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Caribbean small states,CSS,1.03568994998932,1.03452003002167,1.03296005725861,1.03246998786926,1.0311199426651,1.02978003025055,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,1.00042998790741,1.00048995018005,1.00054001808167,1.00059998035431,1.00063002109528,1.00065994262695,1.0006799697876,1.00060999393463,1.00059998035431,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Early-demographic dividend,EAR,0.901059985160828,0.893149971961975,0.908500015735626,0.918940007686615,0.926840007305145,0.933669984340668,0.934979975223541,0.942309975624084,0.946979999542236,0.95304000377655,0.959070026874542,0.965250015258789,0.96959000825882,0.971549987792969,0.972670018672943,0.970990002155304,0.974219977855682,0.977330029010773,0.980130016803741,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,East Asia & Pacific,EAS,0.995389997959137,0.996159970760345,0.996129989624023,0.996909976005554,0.998030006885529,0.998560011386871,0.998809993267059,0.998669981956482,0.998870015144348,0.999509990215302,1.00013995170593,0.999599993228912,0.999809980392456,1.00005996227264,1.00080001354218,1.00133001804352,1.00151002407074,1.00163996219635,1.00179004669189,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,East Asia & Pacific (excluding high income),EAP,0.995850026607513,0.9965900182724,0.996460020542145,0.997189998626709,0.998269975185394,0.998730003833771,0.999010026454926,0.998860001564026,0.999029994010925,0.999650001525879,1.00011003017425,0.999499976634979,0.999689996242523,0.999920010566711,1.00065994262695,1.00117003917694,1.00133001804352,1.00145995616913,1.00160002708435,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,East Asia & Pacific (IDA & IBRD),TEA,0.995800018310547,0.996550023555756,0.9964200258255,0.997160017490387,0.998250007629395,0.998709976673126,0.998989999294281,0.998839974403381,0.999010026454926,0.999639987945557,1.00010001659393,0.999480009078979,0.999679982662201,0.999909996986389,1.00065994262695,1.00117003917694,1.00134003162384,1.00146996974945,1.00162005424499,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Europe & Central Asia,ECS,0.996039986610413,0.996290028095245,0.996309995651245,0.996370017528534,0.996479988098145,0.997749984264374,0.998189985752106,0.998579978942871,0.998830020427704,0.998969972133636,0.999080002307892,0.999339997768402,0.999440014362335,0.999819993972778,0.99975997209549,0.999870002269745,1.00010001659393,1.00007998943329,1.00004994869232,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Europe & Central Asia (excluding high income),ECA,0.991490006446838,0.992150008678436,0.992479979991913,0.992370009422302,0.99260002374649,0.995389997959137,0.996070027351379,0.99702000617981,0.997579991817474,0.998049974441528,0.998319983482361,0.998650014400482,0.99905002117157,0.999459981918335,0.999469995498657,0.999819993972778,0.999960005283356,1.00007998943329,1.00012004375458,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Europe & Central Asia (IDA & IBRD),TEC,0.992709994316101,0.993269979953766,0.993570029735565,0.99345999956131,0.993659973144531,0.995980024337769,0.996580004692078,0.997420012950897,0.997910022735596,0.998340010643005,0.998579978942871,0.998870015144348,0.999220013618469,0.99958997964859,0.999610006809235,0.999920010566711,1.00004005432129,1.00014996528626,1.0001699924469,..
