Country Name,Country Code,Indicator Name,Indicator Code
"Gambia, The",GMB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Georgia,GEO,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Georgia,GEO,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Georgia,GEO,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Georgia,GEO,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Georgia,GEO,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Georgia,GEO,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Germany,DEU,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Germany,DEU,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Germany,DEU,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Germany,DEU,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Germany,DEU,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Germany,DEU,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Ghana,GHA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Ghana,GHA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Ghana,GHA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Ghana,GHA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Ghana,GHA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Ghana,GHA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Gibraltar,GIB,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Gibraltar,GIB,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Gibraltar,GIB,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Gibraltar,GIB,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Gibraltar,GIB,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Gibraltar,GIB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Greece,GRC,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Greece,GRC,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Greece,GRC,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Greece,GRC,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Greece,GRC,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Greece,GRC,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Greenland,GRL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Greenland,GRL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Greenland,GRL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Greenland,GRL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Greenland,GRL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Greenland,GRL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Grenada,GRD,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Grenada,GRD,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Grenada,GRD,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Grenada,GRD,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Grenada,GRD,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Grenada,GRD,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Guam,GUM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Guam,GUM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Guam,GUM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Guam,GUM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Guam,GUM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Guam,GUM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Guatemala,GTM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Guatemala,GTM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Guatemala,GTM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Guatemala,GTM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Guatemala,GTM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Guatemala,GTM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Guinea,GIN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Guinea,GIN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Guinea,GIN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Guinea,GIN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Guinea,GIN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Guinea,GIN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Guinea-Bissau,GNB,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Guinea-Bissau,GNB,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Guinea-Bissau,GNB,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Guinea-Bissau,GNB,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Guinea-Bissau,GNB,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Guinea-Bissau,GNB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Guyana,GUY,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Guyana,GUY,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Guyana,GUY,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Guyana,GUY,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Guyana,GUY,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Guyana,GUY,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Haiti,HTI,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Haiti,HTI,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Haiti,HTI,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Haiti,HTI,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Haiti,HTI,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Haiti,HTI,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Honduras,HND,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Honduras,HND,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Honduras,HND,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Honduras,HND,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Honduras,HND,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Honduras,HND,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Hong Kong SAR, China",HKG,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Hong Kong SAR, China",HKG,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Hong Kong SAR, China",HKG,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Hong Kong SAR, China",HKG,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Hong Kong SAR, China",HKG,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Hong Kong SAR, China",HKG,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Hungary,HUN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Hungary,HUN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Hungary,HUN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Hungary,HUN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Hungary,HUN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Hungary,HUN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Iceland,ISL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Iceland,ISL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Iceland,ISL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Iceland,ISL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Iceland,ISL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Iceland,ISL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
India,IND,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
India,IND,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
India,IND,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
India,IND,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
India,IND,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
India,IND,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Indonesia,IDN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Indonesia,IDN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Indonesia,IDN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Indonesia,IDN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Indonesia,IDN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Indonesia,IDN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Iran, Islamic Rep.",IRN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Iran, Islamic Rep.",IRN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Iran, Islamic Rep.",IRN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Iran, Islamic Rep.",IRN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Iran, Islamic Rep.",IRN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Iran, Islamic Rep.",IRN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Iraq,IRQ,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Iraq,IRQ,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Iraq,IRQ,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Iraq,IRQ,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Iraq,IRQ,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Iraq,IRQ,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Ireland,IRL,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Ireland,IRL,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Ireland,IRL,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Ireland,IRL,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Ireland,IRL,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Ireland,IRL,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Isle of Man,IMN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Isle of Man,IMN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Isle of Man,IMN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Isle of Man,IMN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Isle of Man,IMN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Isle of Man,IMN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Israel,ISR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Israel,ISR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Israel,ISR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Israel,ISR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Israel,ISR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Israel,ISR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Italy,ITA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Italy,ITA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Italy,ITA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Italy,ITA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Italy,ITA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Italy,ITA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Jamaica,JAM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Jamaica,JAM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Jamaica,JAM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Jamaica,JAM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Jamaica,JAM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Jamaica,JAM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Japan,JPN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Japan,JPN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Japan,JPN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Japan,JPN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Japan,JPN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Japan,JPN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Jordan,JOR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Jordan,JOR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Jordan,JOR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Jordan,JOR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Jordan,JOR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Jordan,JOR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Kazakhstan,KAZ,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Kazakhstan,KAZ,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Kazakhstan,KAZ,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Kazakhstan,KAZ,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Kazakhstan,KAZ,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Kazakhstan,KAZ,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Kenya,KEN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Kenya,KEN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Kenya,KEN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Kenya,KEN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Kenya,KEN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Kenya,KEN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Kiribati,KIR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Kiribati,KIR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Kiribati,KIR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Kiribati,KIR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Kiribati,KIR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Kiribati,KIR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Korea, Dem. People’s Rep.",PRK,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Korea, Dem. People’s Rep.",PRK,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Korea, Dem. People’s Rep.",PRK,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Korea, Dem. People’s Rep.",PRK,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Korea, Dem. People’s Rep.",PRK,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Korea, Dem. People’s Rep.",PRK,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Korea, Rep.",KOR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Korea, Rep.",KOR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Korea, Rep.",KOR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Korea, Rep.",KOR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Korea, Rep.",KOR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Korea, Rep.",KOR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Kosovo,XKX,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Kosovo,XKX,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Kosovo,XKX,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Kosovo,XKX,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Kosovo,XKX,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Kosovo,XKX,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Kuwait,KWT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Kuwait,KWT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Kuwait,KWT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Kuwait,KWT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Kuwait,KWT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Kuwait,KWT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Kyrgyz Republic,KGZ,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Kyrgyz Republic,KGZ,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Kyrgyz Republic,KGZ,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Kyrgyz Republic,KGZ,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Kyrgyz Republic,KGZ,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Kyrgyz Republic,KGZ,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Lao PDR,LAO,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Lao PDR,LAO,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Lao PDR,LAO,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Lao PDR,LAO,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Lao PDR,LAO,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Lao PDR,LAO,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Latvia,LVA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Latvia,LVA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Latvia,LVA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Latvia,LVA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Latvia,LVA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Latvia,LVA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Lebanon,LBN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Lebanon,LBN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Lebanon,LBN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Lebanon,LBN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Lebanon,LBN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Lebanon,LBN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Lesotho,LSO,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Lesotho,LSO,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Lesotho,LSO,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Lesotho,LSO,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Lesotho,LSO,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Lesotho,LSO,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Liberia,LBR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Liberia,LBR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Liberia,LBR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Liberia,LBR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Liberia,LBR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Liberia,LBR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Libya,LBY,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Libya,LBY,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Libya,LBY,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Libya,LBY,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Libya,LBY,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Libya,LBY,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Liechtenstein,LIE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Liechtenstein,LIE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Liechtenstein,LIE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Liechtenstein,LIE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Liechtenstein,LIE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Liechtenstein,LIE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Lithuania,LTU,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Lithuania,LTU,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Lithuania,LTU,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Lithuania,LTU,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Lithuania,LTU,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Lithuania,LTU,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Luxembourg,LUX,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Luxembourg,LUX,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Luxembourg,LUX,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Luxembourg,LUX,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Luxembourg,LUX,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Luxembourg,LUX,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Macao SAR, China",MAC,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Macao SAR, China",MAC,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Macao SAR, China",MAC,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Macao SAR, China",MAC,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Macao SAR, China",MAC,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Macao SAR, China",MAC,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Macedonia, FYR",MKD,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Macedonia, FYR",MKD,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Macedonia, FYR",MKD,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Macedonia, FYR",MKD,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Macedonia, FYR",MKD,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Macedonia, FYR",MKD,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Madagascar,MDG,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Madagascar,MDG,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Madagascar,MDG,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Madagascar,MDG,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Madagascar,MDG,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Madagascar,MDG,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Malawi,MWI,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Malawi,MWI,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
