Country Name,Country Code,Indicator Name,Indicator Code,2014
"Macedonia, FYR",MKD,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,58.54000092
"Macedonia, FYR",MKD,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,75
"Macedonia, FYR",MKD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.52773256
"Macedonia, FYR",MKD,"Labor force, total",SL.TLF.TOTL.IN,963903
Madagascar,MDG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.03640458
Madagascar,MDG,"Labor force, total",SL.TLF.TOTL.IN,11931356
Malawi,MWI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.96432319
Malawi,MWI,"Labor force, total",SL.TLF.TOTL.IN,7254909
Malaysia,MYS,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,68.62000275
Malaysia,MYS,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,65.02999878
Malaysia,MYS,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,72.59999847
Malaysia,MYS,Labor force with basic education (% of total),SL.TLF.BASC.ZS,68.40000153
Malaysia,MYS,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,46.45999908
Malaysia,MYS,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,86.06999969
Malaysia,MYS,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,67.18000031
Malaysia,MYS,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,53.29000092
Malaysia,MYS,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,79.98999786
Malaysia,MYS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.62993103
Malaysia,MYS,"Labor force, total",SL.TLF.TOTL.IN,14429386
Maldives,MDV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,29.56159579
Maldives,MDV,"Labor force, total",SL.TLF.TOTL.IN,205290
Mali,MLI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.96304042
Mali,MLI,"Labor force, total",SL.TLF.TOTL.IN,6292874
Malta,MLT,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,83.05000305
Malta,MLT,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,80.30999756
Malta,MLT,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,85.76999664
Malta,MLT,Labor force with basic education (% of total),SL.TLF.BASC.ZS,41.59999847
Malta,MLT,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,23.69000053
Malta,MLT,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,60.02999878
Malta,MLT,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,68.02999878
Malta,MLT,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,62.61000061
Malta,MLT,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,73.02999878
Malta,MLT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.02162179
Malta,MLT,"Labor force, total",SL.TLF.TOTL.IN,196191
Mauritania,MRT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,31.16740485
Mauritania,MRT,"Labor force, total",SL.TLF.TOTL.IN,1194607
Mauritius,MUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.74685979
Mauritius,MUS,"Labor force, total",SL.TLF.TOTL.IN,597491
Mexico,MEX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.08094392
Mexico,MEX,"Labor force, total",SL.TLF.TOTL.IN,54836337
Middle East & North Africa,MEA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,20.034506
Middle East & North Africa,MEA,"Labor force, total",SL.TLF.TOTL.IN,140682782
Middle East & North Africa (excluding high income),MNA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,20.08202494
Middle East & North Africa (excluding high income),MNA,"Labor force, total",SL.TLF.TOTL.IN,111186181
Middle income,MIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.34490742
Middle income,MIC,"Labor force, total",SL.TLF.TOTL.IN,2475055376
Moldova,MDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.70972332
Moldova,MDA,"Labor force, total",SL.TLF.TOTL.IN,1236944
Mongolia,MNG,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,75.05999756
Mongolia,MNG,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,71.30999756
Mongolia,MNG,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,80.55999756
Mongolia,MNG,Labor force with basic education (% of total),SL.TLF.BASC.ZS,48.54000092
Mongolia,MNG,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,44.54000092
Mongolia,MNG,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,53.08000183
Mongolia,MNG,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,70.23999786
Mongolia,MNG,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,61.18999863
Mongolia,MNG,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,78.06999969
Mongolia,MNG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.5505947
Mongolia,MNG,"Labor force, total",SL.TLF.TOTL.IN,1262326
Montenegro,MNE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.46453234
Montenegro,MNE,"Labor force, total",SL.TLF.TOTL.IN,248353
Morocco,MAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,26.05383613
Morocco,MAR,"Labor force, total",SL.TLF.TOTL.IN,12198054
Mozambique,MOZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,54.97131213
Mozambique,MOZ,"Labor force, total",SL.TLF.TOTL.IN,11763856
Myanmar,MMR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.85556392
Myanmar,MMR,"Labor force, total",SL.TLF.TOTL.IN,24556178
Namibia,NAM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.40365833
Namibia,NAM,"Labor force, total",SL.TLF.TOTL.IN,905605
Nepal,NPL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,51.50213921
Nepal,NPL,"Labor force, total",SL.TLF.TOTL.IN,15851427
Netherlands,NLD,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,80.70999908
Netherlands,NLD,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,80.48999786
Netherlands,NLD,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,80.91000366
Netherlands,NLD,Labor force with basic education (% of total),SL.TLF.BASC.ZS,45.59999847
Netherlands,NLD,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,35.95999908
Netherlands,NLD,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,57.40000153
Netherlands,NLD,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,70.02999878
Netherlands,NLD,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,66.26999664
Netherlands,NLD,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,73.58999634
Netherlands,NLD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.73637879
Netherlands,NLD,"Labor force, total",SL.TLF.TOTL.IN,8968808
New Caledonia,NCL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.60471704
New Caledonia,NCL,"Labor force, total",SL.TLF.TOTL.IN,129912
New Zealand,NZL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.25558537
New Zealand,NZL,"Labor force, total",SL.TLF.TOTL.IN,2464879
Nicaragua,NIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.24977665
Nicaragua,NIC,"Labor force, total",SL.TLF.TOTL.IN,2756871
Niger,NER,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.49352844
Niger,NER,"Labor force, total",SL.TLF.TOTL.IN,7532877
Nigeria,NGA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.39824751
Nigeria,NGA,"Labor force, total",SL.TLF.TOTL.IN,54261143
North America,NAC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,75.54491989
North America,NAC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,45.08928393
North America,NAC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,60.65309349
North America,NAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.08255529
North America,NAC,"Labor force, total",SL.TLF.TOTL.IN,179376214
Norway,NOR,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,85.23000336
Norway,NOR,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,84.65000153
Norway,NOR,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,85.88999939
Norway,NOR,Labor force with basic education (% of total),SL.TLF.BASC.ZS,49.77999878
Norway,NOR,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,46.00999832
Norway,NOR,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,53.31000137
Norway,NOR,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,71.69999695
Norway,NOR,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,66.47000122
Norway,NOR,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,76.12000275
Norway,NOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.32010623
Norway,NOR,"Labor force, total",SL.TLF.TOTL.IN,2723802
Oman,OMN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,14.13508255
Oman,OMN,"Labor force, total",SL.TLF.TOTL.IN,2097547
Pakistan,PAK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,21.52566828
Pakistan,PAK,"Labor force, total",SL.TLF.TOTL.IN,62717054
Panama,PAN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.62446651
Panama,PAN,"Labor force, total",SL.TLF.TOTL.IN,1853579
Papua New Guinea,PNG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.84397885
Papua New Guinea,PNG,"Labor force, total",SL.TLF.TOTL.IN,3435015
Paraguay,PRY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.72391717
Paraguay,PRY,"Labor force, total",SL.TLF.TOTL.IN,3163326
Peru,PER,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.55458764
Peru,PER,"Labor force, total",SL.TLF.TOTL.IN,17169757
Philippines,PHL,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,63.49000168
Philippines,PHL,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,56.88999939
Philippines,PHL,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,71.93000031
Philippines,PHL,Labor force with basic education (% of total),SL.TLF.BASC.ZS,64.69999695
Philippines,PHL,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,47.47999954
Philippines,PHL,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,80.5
Philippines,PHL,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,74.69999695
Philippines,PHL,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,61.72000122
Philippines,PHL,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,88.30000305
Philippines,PHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.51133136
Philippines,PHL,"Labor force, total",SL.TLF.TOTL.IN,42511916
Poland,POL,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,80.26000214
Poland,POL,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,78.01000214
Poland,POL,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,83.41000366
Poland,POL,Labor force with basic education (% of total),SL.TLF.BASC.ZS,19.10000038
Poland,POL,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,12.17000008
Poland,POL,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,27.79000092
Poland,POL,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,60.68999863
Poland,POL,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,50.43000031
Poland,POL,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,70.23999786
Poland,POL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.16209898
Poland,POL,"Labor force, total",SL.TLF.TOTL.IN,18389597
Portugal,PRT,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,81.76999664
Portugal,PRT,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,81.69000244
Portugal,PRT,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.91999817
Portugal,PRT,Labor force with basic education (% of total),SL.TLF.BASC.ZS,53.38999939
Portugal,PRT,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,46.20999908
Portugal,PRT,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,60.15999985
Portugal,PRT,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,74.93000031
Portugal,PRT,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,73.58999634
Portugal,PRT,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,76.36000061
Portugal,PRT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.66419451
Portugal,PRT,"Labor force, total",SL.TLF.TOTL.IN,5241856
Puerto Rico,PRI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.08203164
Puerto Rico,PRI,"Labor force, total",SL.TLF.TOTL.IN,1210923
Qatar,QAT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,13.6025298
Qatar,QAT,"Labor force, total",SL.TLF.TOTL.IN,1778478
Romania,ROU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,80.23000336
Romania,ROU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,78.80999756
Romania,ROU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.73000336
Romania,ROU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,36.36999893
Romania,ROU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,28.69000053
Romania,ROU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,46.52000046
Romania,ROU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,63.79000092
Romania,ROU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,54.83000183
Romania,ROU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,71.79000092
Romania,ROU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.92412413
Romania,ROU,"Labor force, total",SL.TLF.TOTL.IN,9201661
Russian Federation,RUS,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,81.02999878
Russian Federation,RUS,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.22000122
Russian Federation,RUS,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,88
Russian Federation,RUS,Labor force with basic education (% of total),SL.TLF.BASC.ZS,27.87999916
Russian Federation,RUS,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,21.28000069
Russian Federation,RUS,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,34.25999832
Russian Federation,RUS,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,64.56999969
Russian Federation,RUS,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,54.90999985
Russian Federation,RUS,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,72.98000336
Russian Federation,RUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.7167047
Russian Federation,RUS,"Labor force, total",SL.TLF.TOTL.IN,76349185
Rwanda,RWA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,51.40203546
Rwanda,RWA,"Labor force, total",SL.TLF.TOTL.IN,5788477
Samoa,WSM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.26905458
Samoa,WSM,"Labor force, total",SL.TLF.TOTL.IN,38639
Sao Tome and Principe,STP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,35.71986794
Sao Tome and Principe,STP,"Labor force, total",SL.TLF.TOTL.IN,62699
Saudi Arabia,SAU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,80.12999725
Saudi Arabia,SAU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,57.45999908
Saudi Arabia,SAU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,94.98000336
Saudi Arabia,SAU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,47.90999985
Saudi Arabia,SAU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,13.18999958
Saudi Arabia,SAU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,73.26999664
Saudi Arabia,SAU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,51.93999863
Saudi Arabia,SAU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,13.68999958
Saudi Arabia,SAU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,76.61000061
Saudi Arabia,SAU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,15.61646254
Saudi Arabia,SAU,"Labor force, total",SL.TLF.TOTL.IN,12391353
Senegal,SEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.12558198
Senegal,SEN,"Labor force, total",SL.TLF.TOTL.IN,4704162
Serbia,SRB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.71997839
Serbia,SRB,"Labor force, total",SL.TLF.TOTL.IN,3111717
Sierra Leone,SLE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,50.2599686
Sierra Leone,SLE,"Labor force, total",SL.TLF.TOTL.IN,2338167
Singapore,SGP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.59981547
Singapore,SGP,"Labor force, total",SL.TLF.TOTL.IN,3139939
Slovak Republic,SVK,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,74.36000061
Slovak Republic,SVK,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,70.84999847
Slovak Republic,SVK,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,78.51999664
Slovak Republic,SVK,Labor force with basic education (% of total),SL.TLF.BASC.ZS,20.70000076
Slovak Republic,SVK,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,15.77999973
Slovak Republic,SVK,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,28.51000023
Slovak Republic,SVK,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,66.98000336
Slovak Republic,SVK,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,58.59000015
Slovak Republic,SVK,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,74.80999756
Slovak Republic,SVK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.74205854
Slovak Republic,SVK,"Labor force, total",SL.TLF.TOTL.IN,2723176
Slovenia,SVN,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,76.93000031
Slovenia,SVN,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,77.55999756
Slovenia,SVN,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,76.11000061
Slovenia,SVN,Labor force with basic education (% of total),SL.TLF.BASC.ZS,31.15999985
Slovenia,SVN,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,24.60000038
Slovenia,SVN,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,40.93999863
Slovenia,SVN,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,60.75
Slovenia,SVN,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,54.22999954
Slovenia,SVN,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,66
Slovenia,SVN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.01558833
Slovenia,SVN,"Labor force, total",SL.TLF.TOTL.IN,1016273
Solomon Islands,SLB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.47675309
Solomon Islands,SLB,"Labor force, total",SL.TLF.TOTL.IN,247990
Somalia,SOM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,20.08233279
Somalia,SOM,"Labor force, total",SL.TLF.TOTL.IN,3299293
South Africa,ZAF,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,83.44000244
South Africa,ZAF,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,79.52999878
South Africa,ZAF,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,87.62000275
South Africa,ZAF,Labor force with basic education (% of total),SL.TLF.BASC.ZS,45.56000137
South Africa,ZAF,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,38.88000107
South Africa,ZAF,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,52.47000122
South Africa,ZAF,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,66.16999817
South Africa,ZAF,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,58.70999908
South Africa,ZAF,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,74.16000366
South Africa,ZAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.87302546
South Africa,ZAF,"Labor force, total",SL.TLF.TOTL.IN,20379007
South Asia,SAS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,25.12532956
South Asia,SAS,"Labor force, total",SL.TLF.TOTL.IN,655326059
Spain,ESP,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,81.55000305
Spain,ESP,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,81.22000122
Spain,ESP,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.90000153
Spain,ESP,Labor force with basic education (% of total),SL.TLF.BASC.ZS,51.11999893
Spain,ESP,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,41.74000168
Spain,ESP,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,60.36000061
Spain,ESP,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,68.98000336
Spain,ESP,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,64.83000183
Spain,ESP,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,73.16999817
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.9006273
Spain,ESP,"Labor force, total",SL.TLF.TOTL.IN,23144163
Sri Lanka,LKA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,33.70682898
Sri Lanka,LKA,"Labor force, total",SL.TLF.TOTL.IN,8449273
St. Lucia,LCA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.61751733
St. Lucia,LCA,"Labor force, total",SL.TLF.TOTL.IN,95220
St. Vincent and the Grenadines,VCT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.47058309
St. Vincent and the Grenadines,VCT,"Labor force, total",SL.TLF.TOTL.IN,57161
Sub-Saharan Africa,SSF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.54744713
Sub-Saharan Africa,SSF,"Labor force, total",SL.TLF.TOTL.IN,379059407
Sub-Saharan Africa (excluding high income),SSA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.54744713
Sub-Saharan Africa (excluding high income),SSA,"Labor force, total",SL.TLF.TOTL.IN,379059407
Sudan,SDN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,25.39886714
Sudan,SDN,"Labor force, total",SL.TLF.TOTL.IN,10280679
Suriname,SUR,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,74.62999725
Suriname,SUR,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,61.40000153
Suriname,SUR,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,85.79000092
Suriname,SUR,Labor force with basic education (% of total),SL.TLF.BASC.ZS,58.13000107
Suriname,SUR,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,43.34000015
Suriname,SUR,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,73.83999634
Suriname,SUR,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,72.19000244
Suriname,SUR,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,66.08999634
Suriname,SUR,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,79.88999939
Suriname,SUR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.65846803
Suriname,SUR,"Labor force, total",SL.TLF.TOTL.IN,213450
Swaziland,SWZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.07843
Swaziland,SWZ,"Labor force, total",SL.TLF.TOTL.IN,430014
Sweden,SWE,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,83.27999878
Sweden,SWE,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,81.94000244
Sweden,SWE,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,85.06999969
Sweden,SWE,Labor force with basic education (% of total),SL.TLF.BASC.ZS,47.22999954
Sweden,SWE,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,41.29000092
Sweden,SWE,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,52.81000137
Sweden,SWE,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,77.51999664
Sweden,SWE,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,74.12999725
Sweden,SWE,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,80.20999908
Sweden,SWE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.51392489
Sweden,SWE,"Labor force, total",SL.TLF.TOTL.IN,5140794
